,date,BTCPrice,BTCnetworkhashrate,AverageBTCblocksize,NUAUBTC,NumberTXBTC,DifficultyBTC,TXfeesBTC,EstimatedTXVolumeUSDBTC,GoldinUSD,EthereumPrice,LitecoinPrice,BitcoinCashPrice,CardanoPrice,Nasdaqcompositeindex,DJI
1653,2013-10-28,196.21,3478.53840367,0.118268551107,63786,48635,390928787.6,43.74981757,23040191.0,1361.0,,2.13,,,3940.129883,15568.929688
1652,2013-10-29,198.55,3051.008544,0.146509595737,70275,51237,390928787.6,26.14906747,56466616.0,1349.25,,2.17,,,3952.340088,15680.349609
1651,2013-10-30,204.39,3808.90238614,0.118112223489,77520,47911,390928787.6,38.08800627,33905628.0,1354.75,,2.13,,,3930.620117,15618.759766
1650,2013-10-31,199.83,4061.53366685,0.120845306433,77578,56476,390928787.6,30.03529546,30015321.0,1324.0,,2.28,,,3919.709961,15545.75
1649,2013-11-01,203.9,3692.3033335,0.122965662103,72946,48306,390928787.6,35.40296681,30585801.0,1306.75,,2.34,,,3922.040039,15615.549805
1648,2013-11-02,205.81,4216.99907037,0.0972219590218,69196,41179,390928787.6,23.87084674,25308174.0,1306.75,,2.46,,,3922.040039,15615.549805
1647,2013-11-03,205.99,3808.90238614,0.0933541521734,63309,35815,390928787.6,24.97396102,22891169.0,1306.75,,2.72,,,3922.040039,15615.549805
1646,2013-11-04,214.66,3886.63508789,0.106890826225,77104,42094,390928787.6,67.37958812,44225105.0,1320.5,,2.9,,,3936.590088,15639.120117
1645,2013-11-05,229.21,3303.63982471,0.147551278507,93462,51134,390928787.6,47.14006645,87485395.0,1307.25,,3.08,,,3939.860107,15618.219727
1644,2013-11-06,244.78,4114.54971625,0.182755099403,101631,55035,510929738.0,118.37378115,66303724.0,1319.0,,3.04,,,3931.949951,15746.879883
1643,2013-11-07,261.68,3911.36207594,0.189202674024,104142,58631,510929738.0,117.81098834,83843663.0,1307.25,,3.36,,,3857.330078,15593.980469
1642,2013-11-08,297.85,3377.99452013,0.221148956987,107930,59961,510929738.0,108.19320547,105554624.0,1285.5,,4.38,,,3919.22998,15761.780273
1641,2013-11-09,338.58,3606.58061548,0.201818331866,108461,57804,510929738.0,86.29385375,105398358.0,1285.5,,4.61,,,3919.22998,15761.780273
1640,2013-11-10,348.82,4266.94044648,0.174599806468,97886,57169,510929738.0,52.48680278,66944275.0,1285.5,,4.34,,,3919.22998,15761.780273
1639,2013-11-11,325.41,4952.69873252,0.133102998978,86543,54558,510929738.0,62.00580352,60555075.0,1282.5,,3.91,,,3919.790039,15783.099609
1638,2013-11-12,343.06,4800.30800229,0.142629996809,95747,58510,510929738.0,20.0940219,80529524.0,1281.25,,4.01,,,3919.919922,15750.669922
1637,2013-11-13,360.97,4774.90954725,0.150396915192,100090,63151,510929738.0,24.28778395,87048365.0,1272.5,,4.02,,,3965.580078,15821.629883
1636,2013-11-14,406.41,4292.33890152,0.19416408426,113020,70175,510929738.0,23.93546077,116172520.0,1286.0,,4.11,,,3972.73999,15876.219727
1635,2013-11-15,419.41,4139.94817129,0.17249231397,97415,62100,510929738.0,18.56994291,97870794.0,1287.25,,4.27,,,3985.969971,15961.700195
1634,2013-11-16,417.28,4978.09718756,0.122505912975,97096,51595,510929738.0,15.43971301,96660457.0,1287.25,,4.19,,,3985.969971,15961.700195
1633,2013-11-17,440.96,5847.4268319,0.11672464183,86411,48041,609482679.9,15.1031091,79545941.0,1287.25,,4.33,,,3985.969971,15961.700195
1632,2013-11-18,496.58,4968.7979297,0.223155800889,130894,73198,609482679.9,25.27467522,183156028.0,1283.5,,4.13,,,3949.070068,15976.019531
1631,2013-11-19,712.76,4696.11999454,0.305485479293,170367,93322,609482679.9,32.54373365,236770803.0,1275.75,,9.42,,,3931.550049,15967.030273
1630,2013-11-20,577.98,4938.50038135,0.227426540632,141505,77962,609482679.9,25.18151883,189981706.0,1257.0,,7.96,,,3921.27002,15900.820313
1629,2013-11-21,594.32,4484.03715607,0.25848688306,124584,71024,609482679.9,26.57492613,198846547.0,1240.0,,8.01,,,3969.159912,16009.990234
1628,2013-11-22,724.07,5029.39302641,0.225979638387,140082,76646,609482679.9,23.61058302,499658342.0,1246.25,,9.36,,,3991.649902,16064.769531
1627,2013-11-23,771.7,4908.202833,0.218183417379,134532,75165,609482679.9,21.86122464,162973773.0,1246.25,,10.12,,,3991.649902,16064.769531
1626,2013-11-24,795.63,5211.17831652,0.16801811928,103353,60018,609482679.9,17.57820997,188795019.0,1246.25,,10.59,,,3991.649902,16064.769531
1625,2013-11-25,773.02,5453.55870333,0.175631337696,117870,71937,609482679.9,19.27979672,140067968.0,1243.0,,10.32,,,3994.570068,16072.540039
1624,2013-11-26,805.73,4968.7979297,0.224422460649,145494,80055,609482679.9,24.05961565,240113213.0,1247.5,,12.38,,,4017.75,16072.799805
1623,2013-11-27,923.85,5029.39302641,0.250349803143,164541,91169,609482679.9,28.13438242,317679101.0,1245.0,,19.91,,,4044.75,16097.330078
1622,2013-11-28,1003.38,5514.15380003,0.24694282406,180643,102010,609482679.9,32.98440093,343988520.0,1245.5,,38.99,,,4044.75,16097.330078
1621,2013-11-29,1042.01,6505.60945041,0.214759934915,160752,90409,707408283.1,25.92092417,384357424.0,1253.0,,44.37,,,4059.889893,16086.410156
1620,2013-11-30,1129.37,5626.4730382,0.233342927694,150747,80868,707408283.1,22.01670436,259798119.0,1253.0,,36.94,,,4059.889893,16086.410156
1619,2013-12-01,1128.92,6857.2640153,0.165564669096,125448,67175,707408283.1,17.71816338,182057510.0,1253.0,,40.57,,,4059.889893,16086.410156
1618,2013-12-02,951.42,5731.96940766,0.211322918991,144106,74324,707408283.1,19.64441022,209705624.0,1229.5,,34.47,,,4045.26001,16008.769531
1617,2013-12-03,1046.4,6681.43673286,0.190950950823,149257,78202,707408283.1,21.85614673,177375733.0,1217.25,,33.35,,,4037.199951,15914.620117
1616,2013-12-04,1077.58,6224.2857985,0.206264781413,150637,79738,707408283.1,21.13728202,196826039.0,1227.5,,39.32,,,4038.0,15889.769531
1615,2013-12-05,1152.73,6013.29305957,0.235771999025,164289,84995,707408283.1,21.98836499,264518651.0,1222.5,,44.53,,,4033.169922,15821.509766
1614,2013-12-06,1042.38,7419.91131912,0.159818545337,140744,71277,707408283.1,18.58752694,278007050.0,1233.0,,37.46,,,4062.52002,16020.200195
1613,2013-12-07,835.32,6751.76764583,0.176501095295,143645,75125,707408283.1,20.50910369,214902235.0,1233.0,,29.74,,,4062.52002,16020.200195
1612,2013-12-08,697.31,6294.61671148,0.130023066558,95996,49174,707408283.1,32.37259238,138704496.0,1233.0,,23.18,,,4062.52002,16020.200195
1611,2013-12-09,793.8,6857.2640153,0.137094820463,127647,57289,707408283.1,12.81918828,117027891.0,1237.0,,27.21,,,4068.75,16025.530273
1610,2013-12-10,892.32,9076.0276243,0.172020001198,128388,67874,908350862.4,19.97697104,161107070.0,1266.25,,31.5,,,4060.48999,15973.129883
1609,2013-12-11,989.07,7134.38987383,0.199867834019,129666,68381,908350862.4,17.69299634,213807083.0,1260.75,,36.29,,,4003.810059,15843.530273
1608,2013-12-12,882.78,7495.62480415,0.162357991,113825,59677,908350862.4,14.89978988,92211510.0,1225.25,,31.23,,,3998.399902,15739.429688
1607,2013-12-13,874.98,7495.62480415,0.172354922237,120982,59827,908350862.4,14.94454362,100151178.0,1232.0,,31.65,,,4000.97998,15755.360352
1606,2013-12-14,899.85,9030.87325801,0.159497423172,113263,55858,908350862.4,13.21918752,99250160.0,1232.0,,31.45,,,4000.97998,15755.360352
1605,2013-12-15,875.29,8037.47719963,0.160868173235,103782,51885,908350862.4,11.2711577,94713773.0,1232.0,,30.46,,,4000.97998,15755.360352
1604,2013-12-16,880.33,8714.79269398,0.166279125708,137337,63090,908350862.4,14.01108799,119628591.0,1234.75,,31.39,,,4029.52002,15884.570313
1603,2013-12-17,706.37,8895.41015914,0.17960603104,139023,71588,908350862.4,16.22399978,176116795.0,1231.75,,24.43,,,4023.679932,15875.259766
1602,2013-12-18,678.2,9482.41692091,0.184050201234,153222,81656,908350862.4,18.50617393,197594224.0,1230.5,,21.85,,,4070.060059,16167.969727
1601,2013-12-19,519.06,9753.34311865,0.141366256608,134257,68814,908350862.4,15.81127156,157726334.0,1196.0,,13.43,,,4058.139893,16179.080078
1600,2013-12-20,694.22,9121.18199059,0.156416279255,125004,69475,908350862.4,16.24572703,132627443.0,1195.25,,19.85,,,4104.740234,16221.139648
1599,2013-12-21,619.9,9568.75370305,0.186462203418,110306,59140,1180923195.0,14.69955031,185997919.0,1195.25,,17.31,,,4104.740234,16221.139648
1598,2013-12-22,601.78,9744.86573439,0.147069287587,98559,51543,1180923195.0,11.14297494,98196637.0,1195.25,,16.6,,,4104.740234,16221.139648
1597,2013-12-23,613.06,9333.93766126,0.163639176567,105307,52033,1180923195.0,11.43633559,85126859.0,1199.0,,16.74,,,4148.899902,16294.610352
1596,2013-12-24,672.36,9744.86573439,0.170509999057,135360,56872,1180923195.0,12.64534115,83190871.0,1199.0,,17.81,,,4155.419922,16357.549805
1595,2013-12-25,666.31,10097.0897971,0.166475789492,120437,57077,1180923195.0,12.45799785,191629293.0,1199.0,,17.65,,,4155.419922,16357.549805
1594,2013-12-26,683.94,10508.0178702,0.147963033708,97504,48575,1180923195.0,11.77737607,67082728.0,1199.0,,21.65,,,4167.180176,16479.880859
1593,2013-12-27,763.28,10273.2018284,0.157875687735,115404,55170,1180923195.0,13.52135419,82468792.0,1214.5,,24.81,,,4156.589844,16478.410156
1592,2013-12-28,737.98,9627.4577135,0.147743643784,95474,47777,1180923195.0,11.80259669,58459390.0,1214.5,,23.19,,,4156.589844,16478.410156
1591,2013-12-29,728.05,8805.60156722,0.164613221486,93084,49031,1180923195.0,11.46103748,44478343.0,1214.5,,22.56,,,4156.589844,16478.410156
1590,2013-12-30,741.35,11388.5780269,0.168015558695,130692,56501,1180923195.0,14.91471734,88947409.0,1204.5,,23.89,,,4154.200195,16504.289063
1589,2013-12-31,760.32,9920.97776574,0.158362642548,108166,52382,1180923195.0,11.43245003,70162130.0,1204.5,,24.51,,,4176.589844,16576.660156
1588,2014-01-01,754.97,11740.8020896,0.097947678566,83356,41476,1180923195.0,9.18372917,56483139.0,1204.5,,24.35,,,4176.589844,16576.660156
1587,2014-01-02,773.44,10294.911523,0.168741781418,103246,48424,1418481395.0,12.12566192,74786915.0,1225.0,,24.7,,,4143.069824,16441.349609
1586,2014-01-03,802.85,11493.6340976,0.189940347262,125864,63821,1418481395.0,14.56454873,149944252.0,1234.5,,25.67,,,4131.910156,16469.990234
1585,2014-01-04,823.27,10435.9377082,0.177561018918,103502,53978,1418481395.0,12.68023544,114646590.0,1234.5,,24.81,,,4131.910156,16469.990234
1584,2014-01-05,858.55,12692.3566722,0.159482744005,106688,55761,1418481395.0,13.24221702,133777808.0,1234.5,,25.04,,,4131.910156,16469.990234
1583,2014-01-06,936.05,12480.8173943,0.199986549421,152700,67597,1418481395.0,29.71047036,162446901.0,1246.25,,26.91,,,4113.680176,16425.099609
1582,2014-01-07,946.49,13185.9483205,0.166136756938,121152,62126,1418481395.0,15.37383323,100994810.0,1227.5,,29.24,,,4153.180176,16530.939453
1581,2014-01-08,795.99,13891.0792468,0.152785398028,129583,62884,1418481395.0,14.28866784,113804404.0,1221.0,,22.84,,,4165.609863,16462.740234
1580,2014-01-09,841.47,12762.8697648,0.149579332678,114730,58365,1418481395.0,12.95045939,65072095.0,1226.0,,24.49,,,4156.189941,16444.759766
1579,2014-01-10,846.69,14243.6447099,0.134448901261,112691,56746,1418481395.0,12.83831463,64780722.0,1244.25,,24.45,,,4174.669922,16437.050781
1578,2014-01-11,867.32,14596.210173,0.13588587443,110670,56464,1418481395.0,12.47216717,86126142.0,1244.25,,24.99,,,4174.669922,16437.050781
1577,2014-01-12,919.6,13397.4875984,0.131477616963,98958,49308,1418481395.0,11.56181557,66635322.0,1244.25,,27.05,,,4174.669922,16437.050781
1576,2014-01-13,860.19,18058.6488747,0.129471215121,110334,54756,1789546951.0,12.27931661,73322235.0,1248.0,,25.13,,,4113.299805,16257.94043
1575,2014-01-14,843.17,13699.6646636,0.172734248174,133541,55579,1789546951.0,12.63627999,83128691.0,1251.5,,24.28,,,4183.02002,16373.860352
1574,2014-01-15,833.12,15211.9653082,0.170319596229,115087,60392,1789546951.0,19.48537647,110811182.0,1236.0,,24.1,,,4214.879883,16481.939453
1573,2014-01-16,860.29,17791.7722903,0.133917069435,110024,57592,1789546951.0,13.32827534,83152691.0,1241.5,,25.27,,,4218.689941,16417.009766
1572,2014-01-17,834.49,13610.7058021,0.186780356114,113632,58397,1789546951.0,14.93833901,69286154.0,1250.0,,24.4,,,4197.580078,16458.560547
1571,2014-01-18,816.07,14500.2944166,0.147974096193,95634,53290,1789546951.0,12.86943728,46303539.0,1250.0,,23.81,,,4197.580078,16458.560547
1570,2014-01-19,839.66,16368.4305071,0.131900046183,94782,49224,1789546951.0,12.06898253,50510418.0,1250.0,,24.56,,,4197.580078,16458.560547
1569,2014-01-20,871.39,16279.4716457,0.171692420876,144276,58819,1789546951.0,13.5138866,75885343.0,1255.75,,25.43,,,4197.580078,16458.560547
1568,2014-01-21,869.65,15300.9241697,0.204550111017,136930,71521,1789546951.0,16.50972485,113445881.0,1238.0,,25.2,,,4225.759766,16414.439453
1567,2014-01-22,867.21,16902.1836758,0.166476681358,131062,66358,1789546951.0,13.93433582,68931602.0,1241.0,,24.85,,,4243.0,16373.339844
1566,2014-01-23,845.46,15834.6773384,0.176345144765,127975,63527,1789546951.0,16.03678895,73300289.0,1263.0,,23.65,,,4218.879883,16197.349609
1565,2014-01-24,822.43,21375.1267539,0.164273549099,127984,67893,2193847870.0,16.99280777,103284815.0,1267.0,,22.3,,,4128.169922,15879.110352
1564,2014-01-25,796.24,16903.7992187,0.170958445149,108098,55371,2193847870.0,12.38973921,63934534.0,1267.0,,20.7,,,4128.169922,15879.110352
1563,2014-01-26,853.68,17449.0830644,0.156734013557,107203,51630,2193847870.0,11.32315585,53282798.0,1267.0,,23.2,,,4128.169922,15879.110352
1562,2014-01-27,884.6,17558.1398336,0.184722071109,145032,60746,2193847870.0,12.91506741,89454816.0,1260.5,,24.13,,,4083.610107,15837.879883
1561,2014-01-28,774.02,18103.4236794,0.190327293902,135152,65687,2193847870.0,13.82708352,109368085.0,1251.25,,20.12,,,4097.959961,15928.55957
1560,2014-01-29,809.96,17230.9695261,0.178687656982,124466,61786,2193847870.0,13.74047422,55425036.0,1264.0,,21.42,,,4051.429932,15738.790039
1559,2014-01-30,826.02,17449.0830644,0.183172678947,129214,60919,2193847870.0,13.37773716,73260237.0,1242.5,,21.91,,,4123.129883,15848.610352
1558,2014-01-31,818.43,20066.4455241,0.161610380463,132531,61999,2193847870.0,14.04752687,52245602.0,1251.0,,21.65,,,4103.879883,15698.849609
1557,2014-02-01,828.61,21484.1835231,0.143849668164,123558,56840,2193847870.0,12.87806484,57920715.0,1251.0,,22.1,,,4103.879883,15698.849609
1556,2014-02-02,832.9,19412.1049092,0.154322308101,112877,50400,2193847870.0,9.97459141,46812767.0,1251.0,,22.5,,,4103.879883,15698.849609
1555,2014-02-03,824.08,21157.0132156,0.160889310935,152868,58901,2193847870.0,12.40954994,47583167.0,1262.0,,22.37,,,3996.959961,15372.799805
1554,2014-02-04,823.77,18430.5939868,0.203919280916,140332,65812,2193847870.0,13.62165633,84175036.0,1250.25,,21.9,,,4031.52002,15445.240234
1553,2014-02-05,829.96,22283.1334911,0.207183313649,139743,67952,2621404453.0,13.8823951,111647129.0,1254.5,,21.53,,,4011.550049,15440.230469
1552,2014-02-06,815.59,21761.8906024,0.2185486034,142991,69721,2621404453.0,14.96859202,164571017.0,1256.5,,20.86,,,4057.120117,15628.530273
1551,2014-02-07,783.2,21501.2691581,0.226878801982,143818,71870,2621404453.0,15.60584661,110845030.0,1259.25,,19.9,,,4125.859863,15794.080078
1550,2014-02-08,699.57,22804.3763798,0.186607687814,131014,64069,2621404453.0,12.34375821,52404670.0,1259.25,,18.53,,,4125.859863,15794.080078
1549,2014-02-09,671.46,19676.9190477,0.186076833712,112334,59284,2621404453.0,11.06004141,60241888.0,1259.25,,18.02,,,4125.859863,15794.080078
1548,2014-02-10,681.32,19937.540492,0.2110018699,155591,67622,2621404453.0,13.307136,80274582.0,1277.0,,18.3,,,4148.169922,15801.790039
1547,2014-02-11,683.5,21761.8906024,0.174811311825,121449,62872,2621404453.0,11.97222271,92174104.0,1282.0,,17.76,,,4191.049805,15994.769531
1546,2014-02-12,672.38,21761.8906024,0.243524785527,121999,62805,2621404453.0,15.9470347,67142256.0,1289.5,,17.41,,,4201.290039,15963.94043
1545,2014-02-13,651.08,23455.9299906,0.208923631244,130490,66888,2621404453.0,14.00026739,51260221.0,1296.0,,16.93,,,4240.669922,16027.589844
1544,2014-02-14,601.17,24889.3479345,0.215129887246,148377,76660,2621404453.0,17.1625273,96607239.0,1320.0,,15.37,,,4244.02002,16154.389648
1543,2014-02-15,660.9,23455.9299906,0.190645366245,127810,64107,2621404453.0,13.74692375,48064647.0,1320.0,,16.45,,,4244.02002,16154.389648
1542,2014-02-16,651.3,25149.9693788,0.142173811562,110198,56785,2621404453.0,11.12655289,61558705.0,1320.0,,16.09,,,4244.02002,16154.389648
1541,2014-02-17,614.23,25824.939771,0.171540978443,114626,57119,3129573175.0,12.38282042,64575559.0,1327.5,,15.14,,,4244.02002,16154.389648
1540,2014-02-18,627.16,25980.5116973,0.225040527161,163002,68333,3129573175.0,24.33053354,73726238.0,1320.75,,15.47,,,4272.779785,16130.400391
1539,2014-02-19,625.97,29714.2379293,0.191648323498,142987,66351,3129573175.0,13.63818549,53670749.0,1320.5,,15.56,,,4237.950195,16040.55957
1538,2014-02-20,623.09,26602.7994026,0.228113101937,159962,71666,3129573175.0,14.92340459,57574083.0,1316.25,,15.7,,,4267.549805,16133.230469
1537,2014-02-21,556.88,26136.0836236,0.233068801108,165370,73513,3129573175.0,14.69796906,62632626.0,1323.25,,13.98,,,4263.410156,16103.299805
1536,2014-02-22,574.24,25513.7959183,0.191747996865,132542,59691,3129573175.0,12.56877924,48924427.0,1323.25,,13.92,,,4263.410156,16103.299805
1535,2014-02-23,606.47,28314.0905923,0.183935097286,142019,58632,3129573175.0,11.78154841,50535385.0,1323.25,,14.98,,,4263.410156,16103.299805
1534,2014-02-24,606.04,28314.0905923,0.205297674452,167219,68496,3129573175.0,13.98013914,90670244.0,1334.75,,15.42,,,4292.970215,16207.139648
1533,2014-02-25,540.24,26447.2274763,0.276148594127,208180,84004,3129573175.0,18.46032012,140332169.0,1339.0,,14.5,,,4287.589844,16179.660156
1532,2014-02-26,537.04,28158.5186659,0.221302006126,166920,71527,3129573175.0,14.8421543,78051369.0,1331.75,,13.8,,,4292.060059,16198.410156
1531,2014-02-27,581.65,28314.0905923,0.206538970654,164199,71447,3129573175.0,13.92144316,86979357.0,1332.25,,14.26,,,4318.930176,16272.650391
1530,2014-02-28,579.7,35659.9638678,0.19957178197,145830,71658,3815723799.0,15.28626504,71850164.0,1326.5,,14.29,,,4308.120117,16321.709961
1529,2014-03-01,549.92,28072.7375129,0.265275169063,151446,63344,3815723799.0,14.89760883,49114674.0,1326.5,,13.23,,,4308.120117,16321.709961
1528,2014-03-02,567.23,28262.4181718,0.222637176514,139563,59067,3815723799.0,11.10023303,39679925.0,1326.5,,13.66,,,4308.120117,16321.709961
1527,2014-03-03,562.56,26934.6535597,0.295148292058,187106,72585,3815723799.0,14.75881128,89976519.0,1349.5,,12.78,,,4277.299805,16168.030273
1526,2014-03-04,668.24,26365.6115831,0.365622664527,201394,85916,3815723799.0,18.22862564,130586369.0,1334.75,,14.29,,,4351.970215,16395.880859
1525,2014-03-05,666.24,30538.5860783,0.275178595359,180104,74178,3815723799.0,14.70329167,84472040.0,1337.0,,16.99,,,4357.970215,16360.179688
1524,2014-03-06,664.52,30728.2667371,0.250716645041,171560,71619,3815723799.0,14.8778672,80932841.0,1345.25,,16.38,,,4352.129883,16421.890625
1523,2014-03-07,664.31,31676.6700315,0.22914341681,154757,69559,3815723799.0,13.19699401,578770710.0,1335.25,,16.48,,,4336.220215,16452.720703
1522,2014-03-08,629.66,33194.1153025,0.209857553755,154394,71019,3815723799.0,12.98291657,283095945.0,1335.25,,15.86,,,4336.220215,16452.720703
1521,2014-03-09,616.31,31107.6280549,0.207559870511,155361,61289,3815723799.0,12.0606882,97669007.0,1335.25,,15.41,,,4336.220215,16452.720703
1520,2014-03-10,636.33,31297.3087138,0.22768834432,164890,66786,3815723799.0,14.43470377,335365185.0,1344.0,,15.98,,,4334.450195,16418.679688
1519,2014-03-11,627.95,31866.3506904,0.239131836664,152037,76086,3815723799.0,15.4523833,209103644.0,1346.25,,16.01,,,4307.189941,16351.25
1518,2014-03-12,631.91,31866.3506904,0.246250067438,165460,76019,3815723799.0,17.27911595,191983433.0,1366.0,,16.1,,,4323.330078,16340.080078
1517,2014-03-13,633.62,35706.2319141,0.240805134971,165883,75356,4250217920.0,14.85979519,232498993.0,1368.75,,17.16,,,4260.419922,16108.889648
